"STOCK_CODE";"COMPANY";"SECTOR";"SECOND_SECTOR";"STOCK_PRICE";"STOCK_TYPE";"VALUATION";"STOCK_AVAILABLE_AMOUNT";"AVG_21_NEGOCIATION";"DIVIDEND_PERIOD";"DIVIDEND_LAST_PRICE";"DIVIDEND_TOTAL_VALUE_SHARED";"NET_PROFIT";"DIVIDEND_YELD";"AVG_PAYOUT_12_MONTHS";"AVG_PAYOUT_5_YEARS";"MAJOR_SHARE_HOLDER"
"AALR3";"ALLIAR - CENTRO DE IMAGEM DIAGNOSTICOS S.A.";"";"";0.0;"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ABCB3";"ABC Brasil - BANCO ABC BRASIL S/A";"Financeiros";"Bancos";0.0;"ON";0.0;2111330000.0;0.0;0.0;0.0;0.0;4469180000.0;0.0;0.0;0.0;""
"ABRE3";"SOMOS EDUCA - SOMOS EDUCAÇÃO S.A.";"";"";0.0;"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ABYA3";"ABYARA - ABYARA PLANEJAMENTO IMOBILIARIO S.A.";"Construção e Engenharia";"Construção Civil";491.0;"ON";5150880000.0;1049060000.0;0.0;0.0;0.0;0.0;-23980000.0;0.0;0.0;0.0;""
"ACES3";"ARCELORMITTAL INOX BRASIL - ARCELORMITTAL INOX BRASIL S.A.";"Siderurgia e Metalurgia";"Siderurgia";9527.0;"ON";70804700000.0;743200000.0;0.0;0.0;0.0;0.0;8059220000.0;0.0;0.0;0.0;""
"ADHM3";"VITALYZE.ME - VITALYZE.ME SAUDE E TECNOLOGIA S.A.";"Prods. de Uso Pessoal e de Limpeza";"Produtos de Uso Pessoal";14.0;"PN";105882000.0;75630000.0;122290.0;0.0;0.0;0.0;-51963400.0;0.0;0.0;0.0;""
"AEDU3";"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES SA - ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A";"Diversos";"Educacional";1835.0;"ON";80202500000.0;4370710000.0;0.0;0.0;0.0;0.0;1351590000.0;0.0;0.0;0.0;""
"AELP3";"AES ELPA - AES ELPA SA";"Energia Elétrica";"Energia Elétrica";193.0;"ON";1813180000.0;939470000.0;0.0;0.0;1273.0;0.0;213690000.0;0.0;0.0;0.0;""
"AESL3";"AES SUL DISTRIB. GAÚCHA DE ENERGIA S.A. - AES SUL DISTRIB. GAÚCHA DE ENERGIA S.A.";"Energia Elétrica";"Energia Elétrica";100819.0;"ON";53158400000.0;5272660.0;0.0;0.0;0.0;0.0;1591600000.0;0.0;0.0;0.0;""
"AFLU3";"AFLUENTE - AFLUENTE GER.E TRANSM.ENERG.ELETR. S.A.";"Energia Elétrica";"Energia Elétrica";515.0;"ON";969127000.0;188180000.0;0.0;0.0;2865.0;0.0;105940000.0;0.0;0.0;0.0;""
"AGEI3";"AGRE EMP IMOB - AGRE EMPREENDIMENTOS IMOBILIÁRIOS S.A.";"Construção e Engenharia";"Construção Civil";78.0;"ON";23400000000.0;3000000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"AGEN33";"Agrenco - AGRENCO LTD. ";"Comércio e Distribuição";"Alimentos";16.0;"PN";246490000.0;1540560000.0;0.0;0.0;0.0;0.0;985140000.0;0.0;0.0;0.0;""
"AGIN3";"Agra Incorp - AGRA EMPREENDIMENTOS IMOBILIÁRIOS S/A";"Construção e Engenharia";"Construção Civil";529.0;"ON";12658800000.0;2392970000.0;0.0;0.0;0.0;0.0;1496710000.0;0.0;0.0;0.0;""
"AGRO3";"BRASILAGRO - BRASILAGRO - CIA BRAS DE PROP AGRICOLAS";"Exploração de Imóveis";"Exploração de Imóveis";1585.0;"ON";9016890000.0;568889000.0;8009140.0;0.0;7621.0;43281075120000.0;2428410000.0;48.0;17822.803859;0.0;"Autonomy Capital"
"AHEB3";"PARQUE ANHEMBI - SAO PAULO TURISMO S.A.";"Exploração de Imóveis";"Exploração de Imóveis";750.0;"ON";5641500000.0;75220000.0;17860.0;0.0;0.0;0.0;-134770000.0;0.0;0.0;0.0;"Prefeitura do Município de São Paulo"
"ALBA3";"DANA-ALBARUS S/A INDÚSTRIA E COMÉRCIO - DANA-ALBARUS S.A. INDÚSTRIA E COMÉRCIO";"";"";215.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;701620000.0;0.0;0.0;0.0;""
"ALLL3";"ALL - AMÉRICA LATINA LOGÍSTICA S/A - ALL AMERICA LATINA LOGISTICA SA";"Transporte";"Transporte Ferroviário";397.0;"ON";61892900000.0;15590200000.0;0.0;0.0;45.0;0.0;746890000.0;0.0;0.0;0.0;""
"ALSC3";"ALIANSCE - ALIANSCE SHOPPING CENTERS S.A.";"Exploração de Imóveis";"Exploração de Imóveis";1842.0;"ON";37344000000.0;2027360000.0;120506000.0;0.0;1166.0;22406382720000.0;910820000.0;6.0;24600.231352;0.0;"Government of Sinagapore Investment Corporation Pte Ltd ""GIC"""
"AMAR3";"LOJAS MARISA - MARISA LOJAS S.A.";"Comércio";"Tecidos, Vestuário e Calçados";527.0;"ON";10755300000.0;2040860000.0;62926800.0;0.0;654.0;0.0;-1314980000.0;0.0;0.0;0.0;"Rodrigo Terpins"
"AMBV3";"AMBEV - COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV";"Bebidas";"Cervejas e Refrigerantes";870.0;"ON";2725090000000.0;31322900000.0;0.0;0.0;0.0;0.0;102266000000.0;0.0;0.0;0.0;""
"AMIL3";"AMIL - AMIL PARTICIPAÇÕES S/A";"Saúde";"Serviços Médico - Hospitalares, Análises e Diagnósticos";322.0;"ON";118092000000.0;3667460000.0;0.0;0.0;0.0;0.0;-1611570000.0;0.0;0.0;0.0;""
"AMPI3";"AMPLA INVEST - AMPLA INVESTIMENTOS E SERVICOS S.A.";"Energia Elétrica";"Energia Elétrica";550.0;"ON";6600000000.0;120000000000.0;0.0;0.0;0.0;0.0;532000000.0;0.0;0.0;0.0;""
"ANIM3";"ANIMA - GAEC EDUCAÇÃO S.A.";"Diversos";"Educacional";1695.0;"ON";13315200000.0;785560000.0;53344400.0;0.0;2536.0;19972863000000.0;311200000.0;15.0;64180.151028;0.0;"Dynamo Administração de Recursos Ltda."
"AORE3";"VITALYZE.ME - VITALYZE.ME SAUDE E TECNOLOGIA S.A.";"";"";0.0;"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ARCE3";"BELGO - COMPANHIA SIDERÚRGICA BELGO-MINEIRA";"";"";540.0;"ON";351536000000.0;6509930000.0;0.0;0.0;0.0;0.0;25084100000.0;0.0;0.0;0.0;""
"ARCZ3";"ARACRUZ CELULOSE SA - ARACRUZ CELULOSE S/A";"Madeira e Papel";"Papel e Celulose";366.0;"ON";37791500000.0;10325500000.0;0.0;0.0;0.0;0.0;-20111300000.0;0.0;0.0;0.0;""
"ARLA3";"ARTHUR LANGE - ARTHUR LANGE SA IND E COM";"Tecidos, Vestuário e Calçados";"Couro";247.0;"ON";110162000.0;44600000.0;0.0;0.0;0.0;0.0;-68100000.0;0.0;0.0;0.0;""
"ARPS3";"DOUAT CIA TEXTIL - DOUAT CIA TEXTIL";"";"";3.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-25810000.0;0.0;0.0;0.0;""
"ARTE3";"KUALA S.A. - KUALA SA";"";"";77.0;"ON";12166000.0;1580000.0;0.0;0.0;0.0;0.0;-345440000.0;0.0;0.0;0.0;""
"ARTR3";"ARTERIS - ARTERIS S.A.";"Transporte";"Exploração de Rodovias";1001.0;"ON";57545400000.0;5748790000.0;0.0;0.0;966.0;0.0;-777430000.0;0.0;0.0;0.0;""
"ARZZ3";"AREZZO CO - AREZZO INDÚSTRIA E COMÉRCIO S.A.";"Comércio";"Tecidos, Vestuário e Calçados";5375.0;"ON";48537300000.0;903020000.0;173512000.0;0.0;277.0;9707465000000.0;1557460000.0;2.0;6232.882385;0.0;"Dynamo Administração de Recursos Ltda."
"ASSM3";"HOTEIS ELDORADO - COMPANHIA  ELDORADO DE HOTEIS";"";"";712.0;"ON";16874400.0;2370000.0;0.0;0.0;0.0;0.0;50440000.0;0.0;0.0;0.0;""
"ATOM3";"ATOMPAR - ATOM PARTICIPACOES S.A.";"Outros";"Outros";25.0;"ON";522475000.0;208990000.0;843920.0;0.0;0.0;0.0;81890000.0;0.0;0.0;0.0;""
"AUTM3";"AUTOMETAL - AUTOMETAL S.A.";"Material de Transporte";"Material Rodoviário";197.0;"ON";24776500000.0;1257690000.0;0.0;0.0;0.0;0.0;1238520000.0;0.0;0.0;0.0;""
"AVIL3";"ACOS VILLARES - AÇOS VILLARES SA";"Siderurgia e Metalurgia";"Siderurgia";93.0;"ON";45982100000.0;49443100000.0;0.0;0.0;0.0;0.0;3544810000.0;0.0;0.0;0.0;""
"AZEV3";"AZEVEDO & TRAVASSOS - AZEVEDO & TRAVASSOS SA";"Construção e Engenharia";"Construção Pesada";90.0;"ON";2430000000.0;270000000.0;184020.0;0.0;186.0;0.0;-848710000.0;0.0;0.0;0.0;"Bonsucex Holding S.A"
"BAHI3";"BAHEMA - BAHEMA SA";"Holdings Diversificadas";"Holdings Diversificadas";1340.0;"ON";1570440000.0;11719700.0;650330.0;0.0;6419.0;0.0;-16680000.0;0.0;0.0;0.0;"Carlos Eduardo Affonso Ferreira"
"BBAS3";"BANCO DO BRASIL S.A. - BANCO DO BRASIL S.A.";"";"";0.0;"";0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;"AcoesTesouraria"
"BBDC3";"BANCO BRADESCO S.A. - BANCO BRADESCO SA";"Financeiros";"Bancos";33.26;"ON";223502000000.0;6719860000.0;88458600.0;0.0;0.1726;7152081395.2;17795800000.0;0.032;0.401897;0.0;"Fundação Bradesco"
"BBRK3";"BR Brokers - BRASIL BROKERS PARTICIPAÇÕES SA";"Construção e Engenharia";"Intermediação Imobiliária";596.0;"ON";2162190000.0;362783000.0;11606000.0;0.0;3728.0;0.0;-1068440000.0;0.0;0.0;0.0;"Invesco Ltd."
"BBSE3";"BBSEGURIDADE - BB SEGURIDADE PARTICIPAÇÕES S.A.";"";"";0.0;"";0.0;0.0;0.0;0.0;7809.0;0.0;0.0;0.0;0.0;0.0;"Banco do Brasil S.A."
"BBTG13";"BTG PACTUAL - BTG PACTUAL PARTICIPATIONS. LTD.";"Financeiros";"Gestão de Recursos e Investimentos";0.0;"PN";0.0;100000.0;0.0;0.0;0.0;0.0;-2574510000.0;0.0;0.0;0.0;""
"BDLL3";"BAEDELLA - BARDELLA SA INDS MECANICAS";"Máquinas e Equipamentos";"Máqs. e Equips. Industriais";510.0;"ON";816000000.0;16000000.0;0.0;0.0;0.0;0.0;-1109420000.0;0.0;0.0;0.0;"Fundo de Inv. Jaburá Ações"
"BECE3";"BEC - BANCO DO ESTADO DO CEARA S/A BEC";"";"";91.0;"ON";8414680000.0;924690000.0;0.0;0.0;0.0;0.0;-2462620000.0;0.0;0.0;0.0;""
"BEEF3";"Minerva - MINERVA S/A";"Alimentos";"Carnes e Derivados";497.0;"ON";11253000000.0;2264180000.0;119305000.0;0.0;2643.0;0.0;-14860700000.0;0.0;0.0;0.0;"FMR LLC"
"BELG3";"BELGO - COMPANHIA SIDERÚRGICA BELGO-MINEIRA";"";"";13755.0;"ON";8954410000.0;6509930000.0;0.0;0.0;0.0;0.0;25084100000.0;0.0;0.0;0.0;""
"BEMA3";"Bematech - BEMATECH IND COM EQUIP ELETRONICOS SA";"Computadores e Equipamentos";"Computadores e Equipamentos";108.0;"ON";5569340000.0;515680000.0;0.0;0.0;1585.0;0.0;363550000.0;0.0;0.0;0.0;""
